MSSubClass,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,70.04995836802665,8068,0.6666666666666666,1.0,1.0,1.0,8,2,1.0,5,6,5,2002,1,13,2,0.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,1010,1,1.0,1,4,1010,1257,2267,0,0,2,1,4,1,0.75,8,1.0,1,0.6,4,2002.0,0.6666666666666666,2,390,0.6,0.6,1.0,120,46,0,0,0.7348754448398577,0,12,2009,4,1.0,200000
60,85.0,11475,1.0,1.0,1.0,1.0,14,6,1.0,5,6,6,1975,1,13,2,0.0,0.5,0.5,1,0.8,0.6,0.25,0.8333333333333334,550,0,163,1,0.5,1,4,811,741,1552,1,0,2,1,3,1,0.5,6,1.0,1,0.6,2,1975.0,0.6666666666666666,2,434,0.6,0.6,1.0,209,208,0,0,0.75,0,2,2006,8,1.0,179900
20,70.0,10500,1.0,1.0,0.25,1.0,12,2,1.0,2,4,6,1971,1,6,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.8333333333333334,524,180,160,1,0.75,1,4,864,0,864,0,0,1,0,2,1,0.5,4,1.0,0,0.6922077922077988,6,1989.0,0.3333333333333333,2,576,0.6,0.6,1.0,216,0,0,0,0.7348754448398577,0,3,2009,8,0.75,97000
20,103.0,13472,1.0,1.0,1.0,1.0,16,2,1.0,2,10,5,2003,3,13,1,922.0,1.0,0.5,2,1.0,0.6,1.0,1.0,56,0,2336,1,1.0,1,4,2392,0,2392,0,0,2,0,3,1,1.0,8,1.0,1,1.0,2,2003.0,1.0,3,968,0.6,0.6,1.0,248,105,0,0,0.7348754448398577,0,6,2009,8,1.0,386250
160,21.0,1680,1.0,1.0,1.0,1.0,2,2,0.9359070464767616,5,5,5,1971,1,6,1,142.0,0.5,0.5,1,0.6,0.6,0.25,0.16666666666666666,0,0,630,1,0.5,1,4,630,672,1302,0,0,2,1,3,1,0.5,6,1.0,0,0.6922077922077988,6,1991.0,0.3333333333333333,1,280,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,5,2009,0,0.75,112000
60,82.0,9950,0.6666666666666666,1.0,1.0,1.0,15,2,1.0,5,7,5,1995,1,13,1,290.0,0.75,0.5,2,0.8,0.6,0.25,1.0,565,0,638,1,1.0,1,4,1214,1306,2520,0,0,2,1,4,1,0.75,9,1.0,1,0.6,2,1995.0,0.6666666666666666,3,721,0.6,0.6,1.0,224,114,0,0,0.7348754448398577,0,6,2007,8,0.75,290000
160,21.0,1869,1.0,1.0,1.0,1.0,2,2,0.9359070464767616,5,6,6,1970,1,6,1,127.0,0.5,0.5,1,0.6,0.6,0.25,0.5,321,0,162,1,0.5,1,4,483,504,987,0,0,1,1,2,1,0.5,5,1.0,0,0.6922077922077988,6,1987.0,0.3333333333333333,1,280,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,9,2008,8,1.0,106000
20,70.0,8521,1.0,1.0,0.25,1.0,19,1,1.0,2,5,5,1967,1,6,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.8333333333333334,842,0,70,1,0.5,1,4,912,0,912,0,0,1,0,3,1,0.5,5,1.0,1,0.4,6,1974.0,0.3333333333333333,1,336,0.6,0.6,1.0,0,0,0,0,0.75,0,5,2010,8,1.0,125000
120,43.0,3182,1.0,1.0,1.0,1.0,0,2,0.25,2,7,5,2006,1,13,1,16.0,0.75,0.5,2,0.8,0.6,0.75,1.0,16,0,1357,1,1.0,1,4,1555,0,1555,0,0,2,0,2,1,0.75,7,1.0,1,0.6,2,2005.0,1.0,2,430,0.6,0.6,1.0,143,20,0,0,0.7348754448398577,0,5,2009,8,1.0,192500
20,73.0,8760,1.0,1.0,1.0,1.0,12,2,1.0,2,6,6,1959,3,8,1,220.0,0.5,0.5,1,0.6,0.6,0.25,0.16666666666666666,0,0,1194,1,0.5,1,4,1194,0,1194,1,0,1,0,3,1,0.5,6,1.0,0,0.6922077922077988,2,1959.0,0.6666666666666666,1,312,0.6,0.6,1.0,0,0,120,0,0.7348754448398577,0,4,2010,8,1.0,148000
60,174.0,15138,0.6666666666666666,1.0,1.0,1.0,15,2,1.0,5,8,5,1996,1,13,1,506.0,0.75,0.5,2,0.8,0.6,0.25,1.0,689,0,773,1,1.0,1,4,1490,1304,2794,1,0,2,1,4,1,1.0,9,1.0,1,0.6,2,1995.0,1.0,3,810,0.6,0.6,1.0,0,146,202,0,0.7348754448398577,0,7,2009,8,1.0,403000
160,21.0,1680,1.0,1.0,1.0,1.0,2,2,0.9359070464767616,5,6,5,1972,1,6,1,297.0,0.5,0.5,1,0.6,0.6,0.25,0.16666666666666666,0,0,483,1,0.5,1,4,483,504,987,0,0,1,1,2,1,0.5,5,1.0,1,0.2,2,1972.0,0.3333333333333333,1,288,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,6,2006,8,1.0,94500
20,75.0,10650,1.0,1.0,0.75,1.0,5,2,1.0,2,5,6,1976,1,6,2,0.0,0.5,0.5,1,0.6,0.8,0.75,0.3333333333333333,182,712,0,1,0.5,1,4,894,0,894,1,0,1,0,3,1,0.5,5,1.0,0,0.6922077922077988,2,1976.0,0.3333333333333333,1,308,0.6,0.6,1.0,365,0,0,0,0.75,0,2,2010,8,1.0,128200
60,70.04995836802665,7851,1.0,1.0,1.0,1.0,8,2,1.0,5,6,5,2002,1,13,-1,103.68526170798899,0.75,0.5,2,0.8,0.6,0.25,1.0,625,0,235,1,1.0,1,4,860,1100,1960,1,0,2,1,4,1,0.75,8,1.0,2,0.6,4,2002.0,1.0,2,440,0.6,0.6,1.0,288,48,0,0,0.7348754448398577,0,5,2010,8,1.0,216500
160,21.0,1680,1.0,1.0,1.0,1.0,2,2,0.25,5,6,3,1971,1,6,1,604.0,0.5,0.5,1,0.6,0.6,0.25,0.8333333333333334,358,0,125,1,0.5,1,4,483,504,987,0,0,1,1,2,1,0.5,5,1.0,0,0.6922077922077988,6,1971.0,0.3333333333333333,1,264,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,8,2008,8,1.0,89500
20,65.0,8773,1.0,1.0,0.25,1.0,5,2,1.0,2,7,5,2004,1,13,1,98.0,0.75,0.5,2,0.8,0.6,0.75,1.0,24,0,1390,1,1.0,1,4,1414,0,1414,0,0,2,0,3,1,0.75,6,1.0,0,0.6922077922077988,2,2004.0,0.6666666666666666,2,494,0.6,0.6,1.0,132,105,0,0,0.7348754448398577,0,5,2010,8,1.0,185500
20,93.0,12030,1.0,1.0,1.0,1.0,16,2,1.0,2,8,5,2007,3,13,1,254.0,1.0,0.5,2,1.0,0.6,0.25,0.16666666666666666,0,0,1694,1,1.0,1,4,1694,0,1694,0,0,2,0,3,1,0.75,7,1.0,0,0.6922077922077988,2,2007.0,1.0,3,818,0.6,0.6,1.0,168,228,0,0,0.7348754448398577,0,12,2007,6,0.0,318000
50,52.0,8741,1.0,1.0,1.0,1.0,7,2,1.0,0,6,4,1950,1,13,2,0.0,0.5,0.5,1,0.6,0.4,0.25,0.3333333333333333,94,0,641,1,0.5,1,0,798,689,1487,0,0,1,1,3,1,0.5,7,1.0,1,0.8,6,1949.0,0.3333333333333333,1,220,0.6,0.6,1.0,0,140,0,0,0.75,0,4,2010,8,1.0,113000
20,75.0,9000,1.0,1.0,1.0,1.0,21,2,1.0,2,8,5,2008,1,13,3,36.0,0.75,0.5,2,0.8,0.6,0.75,1.0,1078,0,488,1,1.0,1,4,1566,0,1566,1,0,2,0,3,1,0.75,7,1.0,0,0.6922077922077988,2,2008.0,0.6666666666666666,2,750,0.6,0.6,1.0,144,168,0,0,0.7348754448398577,0,4,2010,8,1.0,262500
30,40.0,3880,1.0,1.0,1.0,1.0,17,2,1.0,2,5,9,1997,1,13,2,0.0,0.5,0.75,1,0.6,0.6,0.25,0.8333333333333334,329,0,357,1,0.75,1,4,866,0,866,0,0,1,0,2,1,0.75,4,1.0,0,0.6922077922077988,0,1978.5061638868744,0.6055112400290074,0,0,0.5950688905003757,0.5947788252356914,1.0,58,42,0,0,0.7348754448398577,0,8,2007,8,1.0,110500
50,63.0,5000,1.0,1.0,0.75,1.0,17,2,1.0,0,5,4,1950,1,14,2,0.0,0.5,0.5,0,0.6,0.6,0.25,0.16666666666666666,0,0,540,1,0.75,0,0,889,551,1440,0,0,1,0,3,1,0.5,6,1.0,0,0.6922077922077988,2,1940.0,0.3333333333333333,1,352,0.4,0.6,1.0,0,0,77,0,0.7348754448398577,0,4,2006,8,1.0,79000
160,75.0,10762,1.0,1.0,0.75,1.0,20,2,0.25,5,6,6,1980,1,10,2,0.0,0.5,0.5,1,0.8,0.6,0.25,0.16666666666666666,0,0,626,1,0.5,1,4,626,591,1217,0,0,1,1,3,1,0.5,6,1.0,1,0.6,2,1980.0,0.6666666666666666,1,288,0.6,0.6,1.0,0,28,0,0,0.7348754448398577,0,4,2009,8,1.0,120000
60,70.04995836802665,8880,0.6666666666666666,1.0,1.0,1.0,20,2,1.0,5,7,5,2002,1,13,2,0.0,0.75,0.5,2,0.8,0.6,0.25,1.0,695,0,253,1,1.0,1,4,1222,888,2110,1,0,2,1,3,1,0.75,8,1.0,2,0.4,2,1994.0,0.6666666666666666,2,463,0.6,0.6,1.0,0,130,0,0,0.7348754448398577,0,5,2010,8,1.0,205000
20,80.0,10400,1.0,1.0,1.0,1.0,14,2,1.0,2,7,5,1988,1,14,1,102.0,0.5,0.5,1,0.8,0.6,0.75,1.0,929,0,916,1,0.75,1,4,1872,0,1872,0,1,2,0,3,1,0.5,6,1.0,1,0.6,2,1988.0,1.0,2,604,0.6,0.6,1.0,197,39,0,0,0.7348754448398577,0,6,2006,8,1.0,241500
20,75.0,11310,1.0,1.0,1.0,1.0,12,2,1.0,2,6,5,1954,3,3,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.16666666666666666,0,0,1367,1,1.0,1,4,1375,0,1375,0,0,1,0,2,1,0.5,5,1.0,1,0.6,2,1954.0,0.3333333333333333,2,451,0.6,0.6,1.0,0,30,0,0,0.7348754448398577,0,6,2006,8,1.0,140000
60,72.0,11317,1.0,1.0,1.0,1.0,5,2,1.0,5,7,5,2003,1,13,1,101.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,840,1,1.0,1,4,840,828,1668,0,0,2,1,3,1,0.75,8,1.0,0,0.6922077922077988,2,2003.0,0.6666666666666666,2,500,0.6,0.6,1.0,144,68,0,0,0.7348754448398577,0,9,2007,8,1.0,180000
120,44.0,4750,0.6666666666666666,0.3333333333333333,1.0,0.5,6,2,0.25,2,8,5,2007,3,13,3,481.0,0.75,0.5,2,0.8,0.6,1.0,1.0,1573,0,0,1,1.0,1,4,1625,0,1625,1,1,2,0,2,1,0.75,5,1.0,1,0.8,2,2006.0,1.0,2,538,0.6,0.6,1.0,123,0,0,153,0.7348754448398577,0,12,2007,8,0.25,235000
60,65.0,8366,0.6666666666666666,1.0,1.0,1.0,20,2,1.0,5,6,5,2004,1,13,2,0.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,798,1,1.0,1,4,798,842,1640,0,0,2,1,3,1,0.75,6,1.0,0,0.6922077922077988,2,2004.0,0.6666666666666666,2,520,0.6,0.6,1.0,138,45,0,0,0.7348754448398577,0,12,2008,8,1.0,173000
80,85.0,9350,1.0,1.0,1.0,1.0,12,2,1.0,7,6,7,1991,3,6,1,108.0,0.5,0.5,1,0.8,0.6,1.0,0.3333333333333333,270,580,452,1,1.0,1,4,1302,0,1302,0,1,2,0,3,1,0.75,7,0.8571428571428571,0,0.6922077922077988,2,1964.0,0.6666666666666666,1,309,0.6,0.6,1.0,333,0,0,0,0.75,0,10,2007,1,1.0,158000
20,70.0,8400,1.0,1.0,1.0,1.0,12,2,1.0,2,5,6,1957,1,8,2,0.0,0.5,0.75,1,0.6,0.6,0.25,0.5,922,0,392,1,0.5,1,4,1314,0,1314,1,0,1,0,3,1,0.5,5,1.0,0,0.6922077922077988,2,1957.0,0.6666666666666666,1,294,0.6,0.6,1.0,250,0,0,0,0.7348754448398577,0,6,2010,8,1.0,145000
60,66.0,8738,0.6666666666666666,1.0,1.0,1.0,8,2,1.0,5,7,5,1999,1,13,1,302.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,975,1,1.0,1,4,1005,1286,2291,0,0,2,1,4,1,0.75,8,1.0,1,0.6,4,1999.0,1.0,2,429,0.6,0.6,1.0,192,0,0,0,0.7348754448398577,0,2,2006,8,1.0,230000
60,64.0,8791,0.6666666666666666,1.0,1.0,1.0,21,2,1.0,5,6,5,2003,1,13,2,0.0,0.75,0.5,2,0.8,0.6,0.25,0.5,503,0,361,1,1.0,1,4,864,864,1728,0,0,2,1,3,1,0.75,7,1.0,0,0.6922077922077988,2,2003.0,0.6666666666666666,2,673,0.6,0.6,1.0,216,56,0,0,0.7348754448398577,0,5,2008,8,1.0,207500
20,68.0,8814,1.0,1.0,1.0,1.0,5,2,1.0,2,7,5,2006,1,13,3,180.0,0.75,0.5,2,0.8,0.6,0.25,1.0,1334,0,270,1,1.0,1,4,1604,0,1604,1,0,2,1,3,1,0.75,8,1.0,1,0.8,2,2006.0,0.6666666666666666,2,660,0.6,0.6,1.0,123,110,0,0,0.7348754448398577,0,3,2009,8,0.75,220000
20,70.0,12702,1.0,1.0,1.0,1.0,17,2,1.0,2,5,5,1956,1,3,2,0.0,0.5,0.5,2,0.7159522136331681,0.6022487702038073,0.4184247538677918,0.6063480908877932,0,0,0,1,0.75,1,0,882,0,882,0,0,1,0,2,1,0.5,4,1.0,0,0.6922077922077988,6,1956.0,0.3333333333333333,1,308,0.6,0.6,1.0,0,45,0,0,0.7348754448398577,0,12,2008,8,1.0,97000
80,120.0,19296,1.0,1.0,0.75,1.0,12,0,1.0,7,6,5,1962,1,14,1,399.0,0.5,0.5,1,0.6,0.6,1.0,0.5,672,690,0,1,0.5,1,4,1382,0,1382,1,0,1,0,3,1,0.5,6,1.0,1,0.6,2,1991.0,0.3333333333333333,2,884,0.6,0.6,1.0,0,0,252,0,0.5,0,5,2009,8,1.0,176000
60,69.0,9588,0.6666666666666666,1.0,1.0,1.0,5,2,1.0,5,8,5,2007,1,5,3,270.0,0.75,0.5,2,1.0,0.6,0.25,0.16666666666666666,0,0,1482,1,1.0,1,4,1482,1092,2574,0,0,2,1,3,1,1.0,10,1.0,1,0.8,4,2007.0,1.0,3,868,0.6,0.6,1.0,0,148,0,0,0.7348754448398577,0,11,2007,6,0.0,276000
80,88.0,8471,0.6666666666666666,1.0,0.75,1.0,19,2,1.0,7,6,7,1995,1,10,1,46.0,0.5,0.5,1,0.8,0.8,0.75,0.8333333333333334,506,0,0,1,0.5,1,4,1212,0,1212,1,0,1,0,3,1,0.5,6,1.0,1,0.6,2,1978.0,0.3333333333333333,2,492,0.6,0.6,1.0,292,12,0,0,0.5,0,7,2006,8,1.0,151000
30,30.0,5232,0.0,0.6666666666666666,1.0,1.0,17,0,1.0,2,5,5,2004,1,14,2,0.0,0.5,0.5,0,0.4,0.6,0.25,0.16666666666666666,0,0,680,1,0.75,0,2,764,0,764,0,0,1,0,2,1,0.5,4,1.0,0,0.6922077922077988,6,1965.0,0.3333333333333333,2,504,0.6,0.6,0.0,0,0,0,0,0.7348754448398577,0,6,2008,8,1.0,73000
20,78.0,12090,0.6666666666666666,1.0,1.0,1.0,14,2,1.0,2,6,6,1981,1,8,1,210.0,0.5,0.75,1,0.8,0.6,0.25,1.0,588,228,606,1,0.5,1,4,1422,0,1422,0,0,2,0,3,1,0.75,7,1.0,1,0.6,2,1981.0,1.0,2,576,0.6,0.6,1.0,276,0,0,0,1.0,0,6,2008,8,1.0,175500
60,70.0,11207,0.6666666666666666,0.3333333333333333,0.25,1.0,8,2,1.0,5,6,5,1997,1,13,2,0.0,0.5,0.5,2,0.8,0.6,0.75,1.0,714,0,88,1,0.75,1,4,802,709,1511,1,0,2,1,3,1,0.5,8,1.0,1,0.6,2,1997.0,1.0,2,413,0.6,0.6,1.0,95,75,0,0,0.7348754448398577,0,6,2006,8,1.0,185000
20,70.04995836802665,7917,0.6666666666666666,1.0,0.75,1.0,7,2,1.0,2,6,7,1976,3,6,1,174.0,0.5,0.75,1,0.6,0.8,0.25,0.6666666666666666,751,0,392,1,0.5,1,4,1113,0,1113,1,0,1,1,3,1,0.5,6,1.0,1,0.4,2,1987.0,0.6666666666666666,1,504,0.6,0.8,1.0,370,30,0,0,1.0,0,5,2007,8,1.0,148000
60,84.0,10728,1.0,1.0,1.0,1.0,21,2,1.0,5,8,5,2006,1,13,2,0.0,0.75,0.5,2,0.8,0.6,0.5,0.16666666666666666,0,0,1095,1,0.75,1,4,1095,844,1939,0,0,2,1,3,1,0.75,8,1.0,1,0.8,2,2006.0,0.6666666666666666,3,1053,0.6,0.6,1.0,192,51,0,0,0.7348754448398577,0,8,2006,6,0.0,266000
60,92.0,11764,0.6666666666666666,1.0,0.5,1.0,15,2,1.0,5,8,7,2007,1,13,1,348.0,0.75,0.5,2,0.8,0.6,0.25,1.0,524,0,628,1,1.0,1,4,1164,1106,2270,0,0,2,1,4,1,0.75,9,1.0,1,0.8,2,1999.0,1.0,3,671,0.6,0.6,1.0,132,57,0,0,0.7348754448398577,0,4,2010,8,1.0,290000
20,80.0,9600,1.0,1.0,1.0,1.0,12,1,1.0,2,6,6,1988,3,14,0,183.0,0.5,0.5,1,0.6,0.6,0.25,0.5,620,620,0,1,0.75,1,4,1632,0,1632,1,0,2,0,3,1,0.5,6,0.8571428571428571,1,0.8,2,1958.0,0.6666666666666666,1,338,0.6,0.6,1.0,289,0,0,0,0.75,0,4,2009,8,1.0,139000
20,76.0,8314,1.0,1.0,0.75,1.0,11,2,1.0,2,5,7,1982,1,7,2,0.0,0.5,0.5,1,0.6,0.6,1.0,0.8333333333333334,546,0,270,1,0.5,1,4,816,0,816,0,0,1,0,2,1,0.5,5,1.0,0,0.6922077922077988,2,1982.0,0.3333333333333333,1,264,0.6,0.6,1.0,168,0,0,0,0.7348754448398577,0,6,2007,8,1.0,124500
50,55.0,7264,1.0,1.0,1.0,1.0,3,2,1.0,0,7,7,2007,1,14,2,0.0,0.75,0.75,0,0.6,0.6,0.25,0.16666666666666666,0,0,952,2,0.75,0,4,952,596,1548,0,0,2,1,3,1,1.0,5,1.0,0,0.6922077922077988,6,1978.0,0.3333333333333333,2,672,0.6,0.6,1.0,74,0,0,144,0.7348754448398577,0,10,2009,8,1.0,205000
20,129.0,9196,0.6666666666666666,1.0,1.0,1.0,11,2,1.0,2,7,5,2003,1,13,2,0.0,0.75,0.5,2,1.0,0.6,0.25,0.16666666666666666,0,0,1560,1,1.0,1,4,1560,0,1560,0,0,2,0,3,1,0.75,7,1.0,0,0.6922077922077988,2,2003.0,1.0,2,573,0.6,0.6,1.0,100,150,0,0,0.7348754448398577,0,4,2010,8,1.0,201000
20,140.0,19138,1.0,1.0,0.75,1.0,8,2,1.0,2,4,5,1951,1,13,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.3333333333333333,120,0,744,1,1.0,1,4,864,0,864,0,0,1,0,2,1,0.5,4,1.0,0,0.6922077922077988,6,1951.0,0.3333333333333333,2,400,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,6,2010,8,1.0,141000
20,107.0,14450,1.0,1.0,1.0,1.0,16,2,1.0,2,9,5,2007,1,5,1,315.0,1.0,0.5,2,1.0,0.6,1.0,0.16666666666666666,0,0,2121,1,1.0,1,4,2121,0,2121,0,0,2,1,3,1,1.0,8,1.0,1,1.0,2,2007.0,1.0,3,732,0.6,0.6,1.0,124,98,0,142,0.7348754448398577,0,5,2007,6,0.0,415298
60,83.0,10005,1.0,1.0,1.0,1.0,4,2,1.0,5,7,5,1977,3,10,1,299.0,0.5,0.5,1,0.8,0.6,0.25,0.6666666666666666,392,0,768,1,1.0,1,4,1156,866,2022,0,0,2,1,4,1,0.5,8,1.0,1,0.6,2,1977.0,1.0,2,505,0.6,0.6,1.0,288,117,0,0,0.7348754448398577,0,3,2008,8,1.0,192000
20,60.0,7200,1.0,1.0,1.0,1.0,21,2,1.0,2,6,5,2006,1,13,3,68.0,0.75,0.5,2,0.8,0.6,0.25,1.0,905,0,357,1,0.75,1,4,1262,0,1262,0,0,2,0,2,1,0.75,5,1.0,0,0.6922077922077988,2,2006.0,1.0,2,572,0.6,0.6,1.0,0,120,0,0,0.7348754448398577,0,5,2006,6,0.0,185000
120,34.0,5063,1.0,1.0,1.0,1.0,16,2,0.9359070464767616,2,7,5,2008,1,13,3,166.0,0.75,0.5,2,0.8,0.6,0.25,1.0,904,0,410,1,1.0,1,4,1314,0,1314,1,0,2,0,2,1,0.75,6,1.0,1,0.8,2,2008.0,0.6666666666666666,2,626,0.6,0.6,1.0,172,62,0,0,0.7348754448398577,0,4,2009,5,1.0,207500
20,74.0,9612,1.0,1.0,1.0,1.0,21,1,1.0,2,8,5,2009,1,13,3,72.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,1468,1,1.0,1,4,1468,0,1468,0,0,2,0,3,1,0.75,6,1.0,1,0.8,2,2008.0,1.0,3,898,0.6,0.6,1.0,210,150,0,0,0.7348754448398577,0,12,2009,6,0.0,244600
120,50.0,8012,1.0,1.0,1.0,1.0,20,2,0.25,2,6,5,1992,1,7,2,0.0,0.75,0.5,2,0.8,0.6,0.25,1.0,430,0,1145,1,0.75,1,4,1575,0,1575,1,0,2,0,2,1,0.75,5,1.0,0,0.6922077922077988,2,1992.0,0.6666666666666666,2,529,0.6,0.6,1.0,0,0,52,0,0.7348754448398577,0,7,2007,8,1.0,179200
160,35.0,4251,0.6666666666666666,1.0,1.0,1.0,21,2,0.25,5,7,5,2007,1,8,2,0.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,625,1,1.0,1,4,625,625,1250,0,0,2,1,2,1,0.75,5,1.0,0,0.6922077922077988,6,2006.0,0.6666666666666666,2,528,0.6,0.6,1.0,0,54,0,0,0.7348754448398577,0,6,2007,6,0.0,164700
50,77.0,9786,0.6666666666666666,0.6666666666666666,1.0,1.0,12,2,1.0,0,6,7,1981,1,14,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.5,600,0,312,1,0.5,1,4,1085,649,1734,0,0,1,1,3,1,0.75,7,1.0,1,0.8,2,1962.0,0.6666666666666666,2,440,0.6,0.6,1.0,0,0,0,128,1.0,0,6,2006,8,1.0,159000
20,70.04995836802665,8125,0.6666666666666666,1.0,0.75,1.0,12,2,1.0,2,4,4,1971,1,6,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.6666666666666666,614,0,244,1,0.5,1,4,858,0,858,0,0,1,0,3,1,0.5,5,1.0,0,0.6922077922077988,0,1978.5061638868744,0.6055112400290074,0,0,0.5950688905003757,0.5947788252356914,1.0,0,0,0,0,0.7348754448398577,0,6,2006,8,1.0,88000
20,70.04995836802665,9819,0.6666666666666666,1.0,1.0,1.0,19,2,1.0,2,5,5,1967,1,8,1,31.0,0.5,0.75,1,0.6,0.6,0.25,0.6666666666666666,450,0,432,1,0.5,1,4,900,0,900,0,0,1,0,3,1,0.5,5,1.0,0,0.6922077922077988,6,1970.0,0.3333333333333333,1,280,0.6,0.6,1.0,0,0,0,0,0.75,0,2,2010,8,1.0,122000
70,60.0,8730,1.0,1.0,1.0,1.0,3,6,1.0,5,6,7,2003,1,14,2,0.0,0.5,0.5,0,0.6,0.6,0.25,0.16666666666666666,0,0,698,1,1.0,1,0,698,698,1396,0,0,1,0,3,1,0.5,7,1.0,0,0.6922077922077988,6,2003.0,0.3333333333333333,1,384,0.6,0.6,1.0,0,0,0,259,0.7348754448398577,0,7,2007,8,1.0,153575
60,120.0,15611,1.0,1.0,1.0,1.0,5,2,1.0,5,8,5,2006,1,13,2,0.0,0.75,0.5,2,0.8,0.6,0.75,0.16666666666666666,0,0,1079,1,1.0,1,4,1079,840,1919,0,0,2,1,3,1,0.75,8,1.0,1,0.8,2,2006.0,0.6666666666666666,2,685,0.8,0.6,1.0,0,51,0,0,0.7348754448398577,0,7,2006,6,0.0,233230
190,55.0,5687,1.0,0.6666666666666666,1.0,1.0,18,2,0.9359070464767616,5,5,6,2000,1,13,2,0.0,0.5,0.25,2,0.6,0.4,0.25,0.5,210,0,570,1,1.0,0,4,936,780,1716,1,0,2,0,6,1,0.25,9,1.0,0,0.6922077922077988,0,1978.5061638868744,0.6055112400290074,0,0,0.5950688905003757,0.5947788252356914,0.0,0,184,0,0,0.7348754448398577,0,3,2008,8,1.0,135900
50,60.0,11409,1.0,1.0,1.0,1.0,7,2,1.0,0,5,4,2008,1,14,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.3333333333333333,292,0,476,1,0.75,1,4,1148,568,1716,0,0,1,1,3,1,0.5,8,0.7142857142857143,1,0.8,2,1949.0,0.3333333333333333,1,281,0.6,0.6,1.0,0,0,0,160,0.7348754448398577,0,1,2009,8,1.0,131000
60,70.04995836802665,16659,0.6666666666666666,1.0,0.75,1.0,14,3,1.0,5,7,7,1994,1,10,1,34.0,0.5,0.5,1,0.6,0.6,0.25,0.8333333333333334,795,0,0,1,0.25,1,4,1468,795,2263,1,0,2,1,3,1,0.75,9,1.0,1,0.6,2,1977.0,1.0,2,539,0.6,0.6,1.0,0,250,0,0,0.7348754448398577,0,3,2006,8,1.0,235000
20,80.0,9600,1.0,1.0,1.0,1.0,12,2,1.0,2,6,5,1953,3,6,3,238.0,0.5,0.5,1,0.6,0.6,0.25,1.0,1285,0,131,1,0.5,1,4,1644,0,1644,1,0,1,0,3,1,0.5,7,1.0,2,0.8,2,1953.0,1.0,2,418,0.6,0.6,1.0,110,0,0,0,0.7348754448398577,0,10,2009,8,1.0,167000
80,37.0,7937,0.6666666666666666,1.0,0.5,1.0,11,2,1.0,7,6,6,1984,1,6,2,0.0,0.5,0.5,1,0.6,0.6,0.75,1.0,819,0,184,1,0.5,1,4,1003,0,1003,1,0,1,0,3,1,0.5,6,1.0,0,0.6922077922077988,6,1984.0,0.3333333333333333,2,588,0.6,0.6,1.0,120,0,0,0,1.0,0,3,2006,8,1.0,142500
50,75.0,13710,1.0,1.0,1.0,1.0,9,2,1.0,0,5,5,1950,1,14,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.6666666666666666,420,0,490,1,0.5,1,0,910,648,1558,0,0,1,1,4,1,0.5,6,1.0,0,0.6922077922077988,2,1950.0,0.3333333333333333,1,282,0.6,0.6,1.0,289,0,0,0,0.75,0,6,2007,8,1.0,152000
60,90.0,11700,1.0,1.0,1.0,1.0,14,2,1.0,5,6,6,1968,4,1,1,365.0,0.75,0.5,1,0.6,0.6,0.25,0.8333333333333334,384,175,143,1,0.75,1,4,1041,702,1743,0,1,1,2,3,1,0.5,7,1.0,1,0.8,2,1968.0,0.3333333333333333,2,539,0.6,0.6,1.0,224,0,0,0,0.7348754448398577,0,6,2007,8,1.0,175000
